query_id,document_id,relevance
30,107,0.0
30,108,0.0
30,191,0.0
30,77,0.0
30,85,0.0
30,118,0.0
31,137,3.0
31,139,3.0
31,135,3.0
31,133,0.0
31,134,0.0
31,136,0.0
31,138,0.0
31,140,0.0
31,40,0.0
31,147,0.0
31,149,0.0
31,625,0.0
32,137,3.0
32,139,3.0
32,135,3.0
32,133,0.0
32,134,0.0
32,136,0.0
32,138,0.0
32,140,0.0
32,40,0.0
32,147,0.0
32,149,0.0
32,625,0.0
33,136,3.0
33,138,3.0
33,140,3.0
33,133,2.0
33,134,0.0
33,135,0.0
33,137,0.0
33,139,0.0
33,41,0.0
33,39,0.0
33,149,0.0
33,625,0.0
34,136,3.0
34,138,3.0
34,140,3.0
34,133,2.0
34,134,0.0
34,135,0.0
34,137,0.0
34,139,0.0
34,41,0.0
34,39,0.0
34,149,0.0
34,625,0.0
35,133,3.0
35,134,0.0
35,135,0.0
35,136,2.0
35,137,0.0
35,138,2.0
35,139,0.0
35,140,2.0
35,149,0.0
35,34,0.0
35,152,0.0
35,141,0.0
36,133,3.0
36,134,0.0
36,135,0.0
36,136,2.0
36,137,0.0
36,138,2.0
36,139,0.0
36,140,2.0
36,149,0.0
36,34,0.0
36,152,0.0
36,141,0.0
37,134,3.0
37,133,0.0
37,135,0.0
37,136,0.0
37,137,0.0
37,138,0.0
37,139,0.0
37,140,0.0
37,149,0.0
37,152,0.0
37,59,0.0
37,150,0.0
38,134,3.0
38,133,0.0
38,135,0.0
38,136,0.0
38,137,0.0
38,138,0.0
38,139,0.0
38,140,0.0
38,149,0.0
38,152,0.0
38,59,0.0
38,150,0.0
39,151,3.0
39,152,0.0
39,59,0.0
39,150,0.0
39,133,0.0
40,151,3.0
40,152,0.0
40,59,0.0
40,150,0.0
40,133,0.0
41,161,3.0
41,163,3.0
41,165,3.0
41,160,0.0
41,162,0.0
41,164,0.0
41,166,0.0
41,159,0.0
41,181,0.0
41,173,0.0
41,179,0.0
41,174,0.0
42,161,3.0
42,163,3.0
42,165,3.0
42,160,0.0
42,162,0.0
42,164,0.0
42,166,0.0
42,159,0.0
42,181,0.0
42,173,0.0
42,179,0.0
42,174,0.0
43,162,3.0
43,164,3.0
43,166,3.0
43,160,0.0
43,161,0.0
43,163,0.0
43,165,0.0
43,159,2.0
43,174,0.0
43,642,0.0
43,182,0.0
43,332,0.0
44,162,3.0
44,164,3.0
44,166,3.0
44,160,0.0
44,161,0.0
44,163,0.0
44,165,0.0
44,159,2.0
44,174,0.0
44,642,0.0
44,182,0.0
44,332,0.0
45,159,3.0
45,160,0.0
45,161,0.0
45,162,2.0
45,163,0.0
45,164,2.0
45,165,0.0
45,166,2.0
45,167,0.0
45,175,0.0
45,189,0.0
45,60,0.0
46,159,3.0
46,160,0.0
46,161,0.0
46,162,2.0
46,163,0.0
46,164,2.0
46,165,0.0
46,166,2.0
46,167,0.0
46,175,0.0
46,189,0.0
46,60,0.0
47,160,3.0
47,161,0.0
47,162,0.0
47,163,0.0
47,164,0.0
47,165,0.0
47,166,0.0
47,159,0.0
47,189,0.0
47,176,0.0
47,168,0.0
47,35,0.0
48,160,3.0
48,161,0.0
48,162,0.0
48,163,0.0
48,164,0.0
48,165,0.0
48,166,0.0
48,159,0.0
48,189,0.0
48,176,0.0
48,168,0.0
48,35,0.0
49,185,3.0
49,187,3.0
49,184,0.0
49,186,0.0
49,188,0.0
49,183,0.0
49,155,0.0
49,501,0.0
49,45,0.0
49,243,0.0
50,185,3.0
50,187,3.0
50,184,0.0
50,186,0.0
50,188,0.0
50,183,0.0
50,155,0.0
50,501,0.0
50,45,0.0
50,243,0.0
51,186,3.0
51,188,3.0
51,184,0.0
51,185,0.0
51,187,0.0
51,183,2.0
51,501,0.0
51,396,0.0
51,499,0.0
51,243,0.0
52,186,3.0
52,188,3.0
52,184,0.0
52,185,0.0
52,187,0.0
52,183,2.0
52,501,0.0
52,396,0.0
52,499,0.0
52,243,0.0
53,183,3.0
53,184,0.0
53,185,0.0
53,186,2.0
53,187,0.0
53,188,2.0
53,43,0.0
53,153,0.0
53,60,0.0
53,49,0.0
54,183,3.0
54,184,0.0
54,185,0.0
54,186,2.0
54,187,0.0
54,188,2.0
54,43,0.0
54,153,0.0
54,60,0.0
54,49,0.0
55,184,3.0
55,183,0.0
55,185,0.0
55,186,0.0
55,187,0.0
55,188,0.0
55,44,0.0
55,241,0.0
55,154,0.0
55,242,0.0
56,184,3.0
56,183,0.0
56,185,0.0
56,186,0.0
56,187,0.0
56,188,0.0
56,44,0.0
56,241,0.0
56,154,0.0
56,242,0.0
57,191,3.0
57,101,0.0
57,102,0.0
57,104,0.0
57,106,0.0
58,191,3.0
58,101,0.0
58,102,0.0
58,104,0.0
58,106,0.0
59,204,3.0
59,205,3.0
59,206,3.0
59,207,3.0
59,193,1.0
59,194,1.0
59,195,1.0
59,196,1.0
59,202,0.0
59,201,0.0
59,236,0.0
59,238,0.0
60,204,3.0
60,205,3.0
60,206,3.0
60,207,3.0
60,193,1.0
60,194,1.0
60,195,1.0
60,196,1.0
60,202,0.0
60,201,0.0
60,236,0.0
60,238,0.0
61,212,3.0
61,213,3.0
61,214,3.0
61,215,3.0
61,216,3.0
61,217,3.0
61,218,3.0
61,219,3.0
61,220,3.0
61,221,3.0
61,222,3.0
61,223,3.0
61,193,1.0
61,194,1.0
61,195,1.0
61,196,1.0
61,244,0.0
61,245,0.0
61,693,0.0
61,633,0.0
62,212,3.0
62,213,3.0
62,214,3.0
62,215,3.0
62,216,3.0
62,217,3.0
62,218,3.0
62,219,3.0
62,220,3.0
62,221,3.0
62,222,3.0
62,223,3.0
62,193,1.0
62,194,1.0
62,195,1.0
62,196,1.0
62,244,0.0
62,245,0.0
62,693,0.0
62,633,0.0
63,224,3.0
63,225,3.0
63,226,3.0
63,193,1.0
63,194,1.0
63,195,1.0
63,196,1.0
63,357,0.0
63,356,0.0
63,355,0.0
63,354,0.0
64,224,3.0
64,225,3.0
64,226,3.0
64,193,1.0
64,194,1.0
64,195,1.0
64,196,1.0
64,357,0.0
64,356,0.0
64,355,0.0
64,354,0.0
65,232,3.0
65,233,3.0
65,230,3.0
65,231,3.0
65,193,1.0
65,194,1.0
65,195,1.0
65,196,1.0
65,140,0.0
65,240,0.0
65,206,0.0
65,139,0.0
66,232,3.0
66,233,3.0
66,230,3.0
66,231,3.0
66,193,1.0
66,194,1.0
66,195,1.0
66,196,1.0
66,140,0.0
66,240,0.0
66,206,0.0
66,139,0.0
67,234,3.0
67,235,3.0
67,236,3.0
67,193,1.0
67,194,1.0
67,195,1.0
67,196,1.0
67,158,0.0
67,380,0.0
67,446,0.0
67,156,0.0
68,234,3.0
68,235,3.0
68,236,3.0
68,193,1.0
68,194,1.0
68,195,1.0
68,196,1.0
68,158,0.0
68,380,0.0
68,446,0.0
68,156,0.0
69,241,3.0
69,242,3.0
69,243,3.0
69,193,1.0
69,194,1.0
69,195,1.0
69,196,1.0
69,238,0.0
69,395,0.0
69,501,0.0
69,393,0.0
70,241,3.0
70,242,3.0
70,243,3.0
70,193,1.0
70,194,1.0
70,195,1.0
70,196,1.0
70,238,0.0
70,395,0.0
70,501,0.0
70,393,0.0
71,246,3.0
71,247,0.0
71,248,0.0
71,249,0.0
71,250,0.0
71,251,0.0
71,252,0.0
71,253,0.0
71,254,0.0
71,256,1.0
71,257,1.0
71,258,1.0
71,255,1.0
71,269,0.0
71,260,0.0
71,456,0.0
71,333,0.0
72,246,3.0
72,247,0.0
72,248,0.0
72,249,0.0
72,250,0.0
72,251,0.0
72,252,0.0
72,253,0.0
72,254,0.0
72,256,1.0
72,257,1.0
72,258,1.0
72,255,1.0
72,269,0.0
72,260,0.0
72,456,0.0
72,333,0.0
73,249,3.0
73,251,3.0
73,253,3.0
73,246,0.0
73,247,0.0
73,248,0.0
73,250,0.0
73,252,0.0
73,254,0.0
73,256,1.0
73,257,1.0
73,258,1.0
73,255,1.0
73,272,0.0
73,263,0.0
73,265,0.0
73,267,0.0
74,249,3.0
74,251,3.0
74,253,3.0
74,246,0.0
74,247,0.0
74,248,0.0
74,250,0.0
74,252,0.0
74,254,0.0
74,256,1.0
74,257,1.0
74,258,1.0
74,255,1.0
74,272,0.0
74,263,0.0
74,265,0.0
74,267,0.0
75,247,3.0
75,246,0.0
75,248,2.0
75,249,0.0
75,250,0.0
75,251,0.0
75,252,0.0
75,253,0.0
75,254,0.0
75,256,1.0
75,257,1.0
75,258,1.0
75,255,1.0
75,270,0.0
75,261,0.0
75,334,0.0
75,457,0.0
76,247,3.0
76,246,0.0
76,248,2.0
76,249,0.0
76,250,0.0
76,251,0.0
76,252,0.0
76,253,0.0
76,254,0.0
76,256,1.0
76,257,1.0
76,258,1.0
76,255,1.0
76,270,0.0
76,261,0.0
76,334,0.0
76,457,0.0
77,248,3.0
77,246,0.0
77,247,2.0
77,249,0.0
77,250,0.0
77,251,0.0
77,252,0.0
77,253,0.0
77,254,0.0
77,256,1.0
77,257,1.0
77,258,1.0
77,255,1.0
77,271,0.0
77,262,0.0
77,458,0.0
77,335,0.0
78,248,3.0
78,246,0.0
78,247,2.0
78,249,0.0
78,250,0.0
78,251,0.0
78,252,0.0
78,253,0.0
78,254,0.0
78,256,1.0
78,257,1.0
78,258,1.0
78,255,1.0
78,271,0.0
78,262,0.0
78,458,0.0
78,335,0.0
79,250,3.0
79,252,3.0
79,254,3.0
79,246,0.0
79,247,0.0
79,248,0.0
79,249,0.0
79,251,0.0
79,253,0.0
79,256,1.0
79,257,1.0
79,258,1.0
79,255,1.0
79,273,0.0
79,264,0.0
79,266,0.0
79,268,0.0
80,250,3.0
80,252,3.0
80,254,3.0
80,246,0.0
80,247,0.0
80,248,0.0
80,249,0.0
80,251,0.0
80,253,0.0
80,256,1.0
80,257,1.0
80,258,1.0
80,255,1.0
80,273,0.0
80,264,0.0
80,266,0.0
80,268,0.0
81,285,3.0
81,288,0.0
81,289,0.0
81,290,0.0
81,291,0.0
81,292,0.0
81,293,0.0
81,286,0.0
81,287,0.0
81,280,1.0
81,281,1.0
81,278,1.0
81,279,1.0
81,294,0.0
81,552,0.0
81,431,0.0
81,365,0.0
82,285,3.0
82,288,0.0
82,289,0.0
82,290,0.0
82,291,0.0
82,292,0.0
82,293,0.0
82,286,0.0
82,287,0.0
82,280,1.0
82,281,1.0
82,278,1.0
82,279,1.0
82,294,0.0
82,552,0.0
82,431,0.0
82,365,0.0
83,288,3.0
83,290,3.0
83,292,3.0
83,289,0.0
83,291,0.0
83,293,0.0
83,285,0.0
83,286,0.0
83,287,0.0
83,280,1.0
83,281,1.0
83,278,1.0
83,279,1.0
83,297,0.0
83,301,0.0
83,299,0.0
83,283,0.0
84,288,3.0
84,290,3.0
84,292,3.0
84,289,0.0
84,291,0.0
84,293,0.0
84,285,0.0
84,286,0.0
84,287,0.0
84,280,1.0
84,281,1.0
84,278,1.0
84,279,1.0
84,297,0.0
84,301,0.0
84,299,0.0
84,283,0.0
85,286,3.0
85,288,0.0
85,289,0.0
85,290,0.0
85,291,0.0
85,292,0.0
85,293,0.0
85,285,0.0
85,287,2.0
85,280,1.0
85,281,1.0
85,278,1.0
85,279,1.0
85,295,0.0
85,553,0.0
85,366,0.0
85,432,0.0
86,286,3.0
86,288,0.0
86,289,0.0
86,290,0.0
86,291,0.0
86,292,0.0
86,293,0.0
86,285,0.0
86,287,2.0
86,280,1.0
86,281,1.0
86,278,1.0
86,279,1.0
86,295,0.0
86,553,0.0
86,366,0.0
86,432,0.0
87,287,3.0
87,288,0.0
87,289,0.0
87,290,0.0
87,291,0.0
87,292,0.0
87,293,0.0
87,285,0.0
87,286,2.0
87,280,1.0
87,281,1.0
87,278,1.0
87,279,1.0
87,296,0.0
87,554,0.0
87,367,0.0
87,433,0.0
88,287,3.0
88,288,0.0
88,289,0.0
88,290,0.0
88,291,0.0
88,292,0.0
88,293,0.0
88,285,0.0
88,286,2.0
88,280,1.0
88,281,1.0
88,278,1.0
88,279,1.0
88,296,0.0
88,554,0.0
88,367,0.0
88,433,0.0
89,289,3.0
89,291,3.0
89,293,3.0
89,288,0.0
89,290,0.0
89,292,0.0
89,285,0.0
89,286,0.0
89,287,0.0
89,280,1.0
89,281,1.0
89,278,1.0
89,279,1.0
89,298,0.0
89,302,0.0
89,282,0.0
89,300,0.0
90,289,3.0
90,291,3.0
90,293,3.0
90,288,0.0
90,290,0.0
90,292,0.0
90,285,0.0
90,286,0.0
90,287,0.0
90,280,1.0
90,281,1.0
90,278,1.0
90,279,1.0
90,298,0.0
90,302,0.0
90,282,0.0
90,300,0.0
91,333,3.0
91,334,0.0
91,335,0.0
91,336,0.0
91,337,0.0
91,338,0.0
91,339,0.0
91,340,0.0
91,341,0.0
91,344,1.0
91,345,1.0
91,342,1.0
91,343,1.0
91,381,0.0
91,365,0.0
91,358,0.0
91,390,0.0
92,333,3.0
92,334,0.0
92,335,0.0
92,336,0.0
92,337,0.0
92,338,0.0
92,339,0.0
92,340,0.0
92,341,0.0
92,344,1.0
92,345,1.0
92,342,1.0
92,343,1.0
92,381,0.0
92,365,0.0
92,358,0.0
92,390,0.0
93,336,3.0
93,338,3.0
93,340,3.0
93,333,0.0
93,334,0.0
93,335,0.0
93,337,0.0
93,339,0.0
93,341,0.0
93,344,1.0
93,345,1.0
93,342,1.0
93,343,1.0
93,384,0.0
93,349,0.0
93,368,0.0
93,370,0.0
94,336,3.0
94,338,3.0
94,340,3.0
94,333,0.0
94,334,0.0
94,335,0.0
94,337,0.0
94,339,0.0
94,341,0.0
94,344,1.0
94,345,1.0
94,342,1.0
94,343,1.0
94,384,0.0
94,349,0.0
94,368,0.0
94,370,0.0
95,334,3.0
95,333,0.0
95,335,2.0
95,336,0.0
95,337,0.0
95,338,0.0
95,339,0.0
95,340,0.0
95,341,0.0
95,344,1.0
95,345,1.0
95,342,1.0
95,343,1.0
95,457,0.0
95,382,0.0
95,366,0.0
95,359,0.0
96,334,3.0
96,333,0.0
96,335,2.0
96,336,0.0
96,337,0.0
96,338,0.0
96,339,0.0
96,340,0.0
96,341,0.0
96,344,1.0
96,345,1.0
96,342,1.0
96,343,1.0
96,457,0.0
96,382,0.0
96,366,0.0
96,359,0.0
97,335,3.0
97,333,0.0
97,334,2.0
97,336,0.0
97,337,0.0
97,338,0.0
97,339,0.0
97,340,0.0
97,341,0.0
97,344,1.0
97,345,1.0
97,342,1.0
97,343,1.0
97,383,0.0
97,367,0.0
97,360,0.0
97,392,0.0
98,335,3.0
98,333,0.0
98,334,2.0
98,336,0.0
98,337,0.0
98,338,0.0
98,339,0.0
98,340,0.0
98,341,0.0
98,344,1.0
98,345,1.0
98,342,1.0
98,343,1.0
98,383,0.0
98,367,0.0
98,360,0.0
98,392,0.0
99,337,3.0
99,339,3.0
99,341,3.0
99,333,0.0
99,334,0.0
99,335,0.0
99,336,0.0
99,338,0.0
99,340,0.0
99,344,1.0
99,345,1.0
99,342,1.0
99,343,1.0
99,385,0.0
99,346,0.0
99,350,0.0
99,369,0.0
100,337,3.0
100,339,3.0
100,341,3.0
100,333,0.0
100,334,0.0
100,335,0.0
100,336,0.0
100,338,0.0
100,340,0.0
100,344,1.0
100,345,1.0
100,342,1.0
100,343,1.0
100,385,0.0
100,346,0.0
100,350,0.0
100,369,0.0
101,351,3.0
101,352,0.0
101,353,0.0
101,354,0.0
101,355,0.0
101,356,0.0
101,357,0.0
101,336,1.0
101,333,1.0
101,334,1.0
101,335,1.0
101,381,0.0
101,342,0.0
101,365,0.0
101,358,0.0
102,351,3.0
102,352,0.0
102,353,0.0
102,354,0.0
102,355,0.0
102,356,0.0
102,357,0.0
102,336,1.0
102,333,1.0
102,334,1.0
102,335,1.0
102,381,0.0
102,342,0.0
102,365,0.0
102,358,0.0
103,354,3.0
103,356,3.0
103,352,0.0
103,353,0.0
103,355,0.0
103,357,0.0
103,351,0.0
103,336,1.0
103,333,1.0
103,334,1.0
103,335,1.0
103,340,0.0
103,384,0.0
103,345,0.0
103,368,0.0
104,354,3.0
104,356,3.0
104,352,0.0
104,353,0.0
104,355,0.0
104,357,0.0
104,351,0.0
104,336,1.0
104,333,1.0
104,334,1.0
104,335,1.0
104,340,0.0
104,384,0.0
104,345,0.0
104,368,0.0
105,352,3.0
105,353,2.0
105,354,0.0
105,355,0.0
105,356,0.0
105,357,0.0
105,351,0.0
105,336,1.0
105,333,1.0
105,334,1.0
105,335,1.0
105,382,0.0
105,343,0.0
105,366,0.0
105,359,0.0
106,352,3.0
106,353,2.0
106,354,0.0
106,355,0.0
106,356,0.0
106,357,0.0
106,351,0.0
106,336,1.0
106,333,1.0
106,334,1.0
106,335,1.0
106,382,0.0
106,343,0.0
106,366,0.0
106,359,0.0
107,353,3.0
107,352,2.0
107,354,0.0
107,355,0.0
107,356,0.0
107,357,0.0
107,351,0.0
107,336,1.0
107,333,1.0
107,334,1.0
107,335,1.0
107,383,0.0
107,344,0.0
107,367,0.0
107,360,0.0
108,353,3.0
108,352,2.0
108,354,0.0
108,355,0.0
108,356,0.0
108,357,0.0
108,351,0.0
108,336,1.0
108,333,1.0
108,334,1.0
108,335,1.0
108,383,0.0
108,344,0.0
108,367,0.0
108,360,0.0
109,355,3.0
109,357,3.0
109,352,0.0
109,353,0.0
109,354,0.0
109,356,0.0
109,351,0.0
109,336,1.0
109,333,1.0
109,334,1.0
109,335,1.0
109,341,0.0
109,385,0.0
109,346,0.0
109,369,0.0
110,355,3.0
110,357,3.0
110,352,0.0
110,353,0.0
110,354,0.0
110,356,0.0
110,351,0.0
110,336,1.0
110,333,1.0
110,334,1.0
110,335,1.0
110,341,0.0
110,385,0.0
110,346,0.0
110,369,0.0
111,365,3.0
111,366,0.0
111,367,0.0
111,368,0.0
111,369,0.0
111,370,0.0
111,371,0.0
111,372,0.0
111,373,0.0
111,336,1.0
111,333,1.0
111,334,1.0
111,335,1.0
111,381,0.0
111,342,0.0
111,358,0.0
111,390,0.0
112,365,3.0
112,366,0.0
112,367,0.0
112,368,0.0
112,369,0.0
112,370,0.0
112,371,0.0
112,372,0.0
112,373,0.0
112,336,1.0
112,333,1.0
112,334,1.0
112,335,1.0
112,381,0.0
112,342,0.0
112,358,0.0
112,390,0.0
113,368,3.0
113,370,3.0
113,372,3.0
113,365,0.0
113,366,0.0
113,367,0.0
113,369,0.0
113,371,0.0
113,373,0.0
113,336,1.0
113,333,1.0
113,334,1.0
113,335,1.0
113,384,0.0
113,345,0.0
113,349,0.0
113,338,0.0
114,368,3.0
114,370,3.0
114,372,3.0
114,365,0.0
114,366,0.0
114,367,0.0
114,369,0.0
114,371,0.0
114,373,0.0
114,336,1.0
114,333,1.0
114,334,1.0
114,335,1.0
114,384,0.0
114,345,0.0
114,349,0.0
114,338,0.0
115,366,3.0
115,365,0.0
115,367,2.0
115,368,0.0
115,369,0.0
115,370,0.0
115,371,0.0
115,372,0.0
115,373,0.0
115,336,1.0
115,333,1.0
115,334,1.0
115,335,1.0
115,382,0.0
115,343,0.0
115,432,0.0
115,359,0.0
116,366,3.0
116,365,0.0
116,367,2.0
116,368,0.0
116,369,0.0
116,370,0.0
116,371,0.0
116,372,0.0
116,373,0.0
116,336,1.0
116,333,1.0
116,334,1.0
116,335,1.0
116,382,0.0
116,343,0.0
116,432,0.0
116,359,0.0
117,367,3.0
117,365,0.0
117,366,2.0
117,368,0.0
117,369,0.0
117,370,0.0
117,371,0.0
117,372,0.0
117,373,0.0
117,336,1.0
117,333,1.0
117,334,1.0
117,335,1.0
117,383,0.0
117,344,0.0
117,360,0.0
117,392,0.0
118,367,3.0
118,365,0.0
118,366,2.0
118,368,0.0
118,369,0.0
118,370,0.0
118,371,0.0
118,372,0.0
118,373,0.0
118,336,1.0
118,333,1.0
118,334,1.0
118,335,1.0
118,383,0.0
118,344,0.0
118,360,0.0
118,392,0.0
119,369,3.0
119,371,3.0
119,373,3.0
119,365,0.0
119,366,0.0
119,367,0.0
119,368,0.0
119,370,0.0
119,372,0.0
119,336,1.0
119,333,1.0
119,334,1.0
119,335,1.0
119,385,0.0
119,346,0.0
119,350,0.0
119,389,0.0
120,369,3.0
120,371,3.0
120,373,3.0
120,365,0.0
120,366,0.0
120,367,0.0
120,368,0.0
120,370,0.0
120,372,0.0
120,336,1.0
120,333,1.0
120,334,1.0
120,335,1.0
120,385,0.0
120,346,0.0
120,350,0.0
120,389,0.0
121,381,3.0
121,384,0.0
121,385,0.0
121,386,0.0
121,387,0.0
121,388,0.0
121,389,0.0
121,382,0.0
121,383,0.0
121,336,1.0
121,333,1.0
121,334,1.0
121,335,1.0
121,342,0.0
121,365,0.0
121,358,0.0
121,390,0.0
122,381,3.0
122,384,0.0
122,385,0.0
122,386,0.0
122,387,0.0
122,388,0.0
122,389,0.0
122,382,0.0
122,383,0.0
122,336,1.0
122,333,1.0
122,334,1.0
122,335,1.0
122,342,0.0
122,365,0.0
122,358,0.0
122,390,0.0
123,384,3.0
123,386,3.0
123,388,3.0
123,385,0.0
123,387,0.0
123,389,0.0
123,381,0.0
123,382,0.0
123,383,0.0
123,336,1.0
123,333,1.0
123,334,1.0
123,335,1.0
123,345,0.0
123,347,0.0
123,368,0.0
123,361,0.0
124,384,3.0
124,386,3.0
124,388,3.0
124,385,0.0
124,387,0.0
124,389,0.0
124,381,0.0
124,382,0.0
124,383,0.0
124,336,1.0
124,333,1.0
124,334,1.0
124,335,1.0
124,345,0.0
124,347,0.0
124,368,0.0
124,361,0.0
125,382,3.0
125,384,0.0
125,385,0.0
125,386,0.0
125,387,0.0
125,388,0.0
125,389,0.0
125,381,0.0
125,383,2.0
125,336,1.0
125,333,1.0
125,334,1.0
125,335,1.0
125,343,0.0
125,366,0.0
125,448,0.0
125,487,0.0
126,382,3.0
126,384,0.0
126,385,0.0
126,386,0.0
126,387,0.0
126,388,0.0
126,389,0.0
126,381,0.0
126,383,2.0
126,336,1.0
126,333,1.0
126,334,1.0
126,335,1.0
126,343,0.0
126,366,0.0
126,448,0.0
126,487,0.0
127,383,3.0
127,384,0.0
127,385,0.0
127,386,0.0
127,387,0.0
127,388,0.0
127,389,0.0
127,381,0.0
127,382,2.0
127,336,1.0
127,333,1.0
127,334,1.0
127,335,1.0
127,344,0.0
127,367,0.0
127,360,0.0
127,392,0.0
128,383,3.0
128,384,0.0
128,385,0.0
128,386,0.0
128,387,0.0
128,388,0.0
128,389,0.0
128,381,0.0
128,382,2.0
128,336,1.0
128,333,1.0
128,334,1.0
128,335,1.0
128,344,0.0
128,367,0.0
128,360,0.0
128,392,0.0
129,385,3.0
129,387,3.0
129,389,3.0
129,384,0.0
129,386,0.0
129,388,0.0
129,381,0.0
129,382,0.0
129,383,0.0
129,336,1.0
129,333,1.0
129,334,1.0
129,335,1.0
129,346,0.0
129,348,0.0
129,369,0.0
129,337,0.0
